time,reported_cases,reported_cases_c,predicted_cases_c,predicted_min_c,predicted_max_c,predicted_cases,predicted_min,predicted_max,predicted_min2,predicted_max2,deaths,deaths_c,estimated_deaths_c,death_min_c,death_max_c,estimated_deaths,death_min,death_max,death_min2,death_max2,rt,rt_min,rt_max,rt_min2,rt_max2,country_region_code,country_region,iso_3166_2_code,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,AS,BC,BS,CC,CH,CL,CM,CS,DF,DG,GR,GT,HG,JC,MC,MN,MS,NL,NT,OC,PL,QR,QT,SL,SP,SR,TC,TL,TS,VZ,YN,ZS
2020-04-19,2,58,257.603137738434,150.811702696451,431.412358210643,13.646461972063598,7.53655954980903,21.6860998462787,11.0544373520887,15.4263409969808,0,7,4.11970175634859,2.29997441462921,6.522544808575651,0.575804242602353,0.33187673615797403,0.893627138913678,0.48111790483184896,0.659201975220066,1.1811053786953,0.659711692075897,1.54162393201642,1.07477049768008,1.30441339068429,MX,Mexico,MX-NAY,-70,-36,-67,-60,-32,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-20,4,62,272.552946579915,161.173759240115,453.33515696006305,14.9498088414803,10.3620565436637,21.92279874942,12.840077316257501,16.4134550213169,2,9,4.742132836862099,2.66076868844861,7.48139820791696,0.622431080513509,0.36079427381940404,0.9588533993413141,0.5200441267207581,0.71100734424158,1.2563222465295,1.06768183517532,1.47747188279102,1.2021682628018402,1.3064183242845602,MX,Mexico,MX-NAY,-61,-33,-60,-55,-47,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-21,1,63,287.999293067995,171.99931499929698,475.851161099967,15.446346488079998,10.825555759182501,22.5160041399045,13.4327771266559,16.9661152772578,0,9,5.41122643129403,3.05099021349226,8.50403884507892,0.669093594431928,0.390221525043654,1.02264063716196,0.560845103681703,0.760689096231639,1.27009591310129,1.0221376083829201,1.47065935960454,1.2072061621430301,1.33367603205033,MX,Mexico,MX-NAY,-63,-37,-63,-55,-50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-22,5,68,303.998660660308,183.282298712948,499.003374366334,15.9993675923131,11.2829837136507,23.1522132663668,14.0028537383448,17.715428734314198,0,9,6.12610048664706,3.4744461254871295,9.5877285930065,0.7148740553530251,0.42345591199486604,1.08368974792759,0.6038601836740279,0.8116310950934058,1.27913303125013,1.01519544327153,1.5246416057929,1.2178352535711499,1.3463321735852598,MX,Mexico,MX-NAY,-63,-36,-62,-53,-50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-23,7,75,320.502494393679,194.873035405952,523.196660653676,16.5038337333717,11.5907366930044,24.1932862873422,14.3290866601787,18.237423030341198,0,9,6.88675645909456,3.93414528178941,10.7312319854321,0.760655972447505,0.45969915630228103,1.1435033924256002,0.6444626845187571,0.8610647451933341,1.27646588087429,1.01273886067984,1.54283900276454,1.2191088921708602,1.3418231145339,MX,Mexico,MX-NAY,-63,-37,-62,-54,-50,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-24,12,87,336.922292255644,205.742890440039,548.7422900599311,16.4197978619642,10.869855034086699,25.545629406255102,14.035470703693699,18.1629785127658,0,9,7.6928306252460805,4.43104160786568,11.9328346498748,0.8060741661515141,0.49689632607626705,1.20160266444271,0.6849783292471351,0.908985153520749,1.22126038504977,0.890968285084088,1.45999880249407,1.15676095368593,1.2916376815510602,MX,Mexico,MX-NAY,-65,-37,-63,-58,-45,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-25,7,94,352.97359886024697,216.11924685595798,572.370376284313,16.0513066046032,10.3763564159189,23.628086224382,13.671328375057199,17.997600847968602,0,9,8.54343181558421,4.95842850630105,13.1898020723945,0.850601190338136,0.527386898435372,1.2569674225196998,0.7259800955983341,0.9572860082075719,1.1550200092120602,0.8383326956644741,1.31494626997568,1.10076380301722,1.2408911037563701,MX,Mexico,MX-NAY,-67,-36,-64,-56,-31,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-26,10,104,370.015710224757,224.418166181661,598.570940120841,17.0421113645099,8.29891932570241,26.2005638365282,14.071212917513002,19.783237941614804,1,10,9.43755408134897,5.51653486510749,14.4996435579934,0.8941222657647601,0.5581063588064399,1.3098414855988898,0.764894677344009,1.00405925493202,1.1894536547795602,0.668951213683593,1.52072108437033,1.08299825440806,1.3094957175130701,MX,Mexico,MX-NAY,-72,-39,-68,-62,-32,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-27,7,111,388.498303088946,237.103852022686,626.627764819914,18.4825928641899,12.6856858410253,28.056824699072198,15.959581325232902,20.5050964996695,1,11,10.3747495254205,6.10579041088749,15.8604918410655,0.937195444071506,0.5892555457800029,1.36084828307206,0.8021534288948778,1.04992223232483,1.2533646149864701,1.01717017241739,1.4588869142643202,1.19807299341317,1.31416163124796,MX,Mexico,MX-NAY,-62,-34,-60,-55,-46,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-28,8,119,408.82032290884,251.108299503867,656.21445879518,20.322019819893104,14.004447481180902,29.586693975266105,17.2560132212536,23.013056565568103,0,11,11.355086555654099,6.72702550469619,17.2760715192018,0.9803370302335891,0.621235093808703,1.4155796781363001,0.843126192564697,1.09522785328172,1.35052367368275,0.987982146478499,1.96333303579331,1.22238377467466,1.448020405716,MX,Mexico,MX-NAY,-61,-34,-59,-51,-48,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-29,15,134,428.790337265208,265.819750588441,685.012514311342,19.970014356368,14.7114510845746,28.798055516161998,17.6391071187075,21.6128767068403,0,11,12.377704742047602,7.3804630943824,18.7492585885666,1.02261818639352,0.653437589686203,1.4731870693648401,0.8825139766060892,1.14133833397109,1.28597156328776,1.0898076975727902,1.5812026272116202,1.20606028232332,1.3515820552545499,MX,Mexico,MX-NAY,-59,-30,-57,-48,-48,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-30,18,152,448.058926665354,280.44365991757,711.7796532715751,19.2685894001467,14.623909329128802,26.767138960233396,16.9249244206309,20.8595796751404,0,11,13.4428288595791,8.06724408468799,20.2769428331749,1.06512411753155,0.6867809903055879,1.52768424460827,0.921956773702798,1.18524535535267,1.1938922843372801,1.0665376231011898,1.29987228498779,1.1574191859165,1.23794279835803,MX,Mexico,MX-NAY,-53,-18,-55,-46,-46,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-01,21,173,469.41892498265196,294.369214324763,744.5903781668809,21.3599983172973,13.925554407193301,32.8107248953058,18.249136349351,24.107274381699,0,11,14.550385439733,8.78826478053938,21.8562049232939,1.10755658015386,0.7210206958513949,1.57926209011901,0.963718538058587,1.22786987474529,1.27402440587008,0.903118274562615,1.58377227614654,1.1886301767720802,1.3635519456381597,MX,Mexico,MX-NAY,-67,-33,-63,-57,-56,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-02,18,191,490.036161389792,308.093242000943,774.298837301025,20.6172364071399,13.7240276761801,29.708459134144398,17.7460762088748,22.8212095099155,1,12,15.700545138201699,9.54459232324376,23.4767603918905,1.1501596984687201,0.756327542704375,1.6205554685965902,1.00567186937077,1.2679171002324099,1.18800077578218,0.997435534367034,1.32870873160731,1.1501828791123703,1.2360757836763998,MX,Mexico,MX-NAY,-64,-28,-58,-52,-32,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-03,12,203,511.09822385894006,318.63252195791404,806.3401668166839,21.062062469148604,10.539279956970699,32.0413295156593,17.7269921563471,24.1359942060008,2,14,16.8934668345417,10.337809617603499,25.133981121905197,1.19292169633999,0.7932172943596941,1.65722073001472,1.04811626908806,1.30385307852159,1.17548074708287,0.7248379025169329,1.4989287635473099,1.0841277903470798,1.2866865326788999,MX,Mexico,MX-NAY,-70,-34,-65,-57,-29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-04,19,222,534.827035486442,335.223914090823,842.430962891097,23.7288116275017,16.5913921329089,36.0907960744128,20.4081846570526,26.068776588392602,3,17,18.129749427626397,11.170805510548401,26.832520901005,1.23628259308466,0.8329958929449741,1.6985397790998402,1.09216818656406,1.35634256555913,1.2865373624524399,1.0991284425362,1.58718837931431,1.2160391715438301,1.33629908797143,MX,Mexico,MX-NAY,-58,-27,-54,-49,-45,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-05,5,227,559.128395055149,352.398919395976,876.84352337087,24.301359568707102,17.1750053051531,34.4125604797725,21.253705303274103,26.576142332027803,2,19,19.4099193426018,12.0449672984514,28.585670950391602,1.28016991497543,0.874161787902951,1.7531500493865901,1.13518327999653,1.4017144047097099,1.2879519796539,1.0779061890450998,1.6147728819908798,1.1881243357383502,1.3598466384284198,MX,Mexico,MX-NAY,-59,-29,-56,-46,-47,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-06,14,241,584.443838488085,370.117957792959,914.6004382228759,25.315443432936398,17.719038396982697,37.7569148520066,21.895882281707202,27.9154668932777,0,19,20.7346766665001,12.961691782239,30.392221253510197,1.32475732389835,0.916724483787596,1.8065503031185401,1.1791318804059199,1.45092692637297,1.29357704228427,1.10000142089394,1.60002408167088,1.2129471198373998,1.3530272868547402,MX,Mexico,MX-NAY,-57,-28,-54,-48,-46,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,8,249,609.97391313048,388.435308526623,952.1457106638811,25.530074642395,18.3173507336638,37.5452724410048,22.2451889461801,27.973000592343897,1,20,22.1046639994205,13.9226571024125,32.2394931773434,1.36998733292036,0.960965320173533,1.84727192383325,1.2272400065876699,1.4999830783108299,1.2611270563861299,1.04484832663603,1.47480431304346,1.1943401237967,1.3120844075923799,MX,Mexico,MX-NAY,-58,-30,-57,-49,-47,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-08,14,263,634.968062158646,406.32535205295096,988.26337034204,24.994149028166,17.8900435263289,36.1176596781583,21.7647777287925,27.479366585215804,1,21,23.520911873766604,14.924196230931,34.1270939929249,1.4162478743460603,1.0015391285184798,1.8876008155815198,1.27112308586828,1.5516414971067398,1.1903158666872902,0.9949572951167909,1.3407192952289098,1.13331891738809,1.249711853602,MX,Mexico,MX-NAY,-61,-29,-59,-51,-41,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-09,17,280,659.064012626103,422.718535057323,1022.22040965432,24.095950467456497,16.3931830043714,33.957039312278496,21.101558630710603,26.481045721570002,0,21,24.9845825766668,15.9646571073856,36.05476060805471,1.46367070290024,1.04046087645466,1.92766661512979,1.3195786278981898,1.6057809109263301,1.1137388682623,0.7887478333751009,1.30842643649374,1.03458518423405,1.20028577293125,MX,Mexico,MX-NAY,-61,-25,-58,-48,-26,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-10,20,300,684.063910967434,432.36899489053496,1062.20742229886,24.999898341330802,9.65045983321253,39.9870126445455,20.7993686935212,29.2380110115411,2,23,26.496959544767606,17.0510156068228,38.022651535418795,1.51237696810076,1.08635849943717,1.96789092736411,1.36783746512218,1.65344359379623,1.1205080214931298,0.465929716675924,1.6773164011776998,0.947143877248082,1.2814417844427801,MX,Mexico,MX-NAY,-66,-31,-63,-56,-16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,15,315,712.28309496486,452.47704782282096,1102.68324021629,28.2191839974265,20.108052932285602,40.4758179174223,24.5478176195797,31.032376971785396,1,24,28.0593051385681,18.1855434074238,40.056767013179496,1.5623455938005,1.13452780060093,2.03411547776071,1.41230092324176,1.71373865706652,1.23095101505241,1.10656476027838,1.3347809904313401,1.1961009966647098,1.27050331178121,MX,Mexico,MX-NAY,-59,-31,-59,-51,-44,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-12,16,331,741.9136297448799,473.3620129641,1144.2589759829,29.630534780020003,20.884965141278897,41.5757357666143,25.5519992049212,32.6275183038497,0,24,29.673044018125,19.367487406808802,42.1709027316585,1.61373887955695,1.18194399938506,2.1141357184789897,1.46178196779629,1.76668321336765,1.27056118380875,1.05871941494836,1.5903738969924799,1.1770266041036102,1.34301776629978,MX,Mexico,MX-NAY,-59,-31,-57,-46,-45,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-13,8,339,771.836179057305,494.50167695934897,1186.0569669537801,29.9225493124249,21.1396639952493,41.7979909708775,25.9212904178798,32.9810336622158,0,24,31.3397347736913,20.594743955785198,44.3165752798053,1.66669075556633,1.22725654897636,2.14567254814676,1.51639043076482,1.82721813718412,1.25075617660914,1.06632066901536,1.4860139092835802,1.17930580015484,1.3078485313983301,MX,Mexico,MX-NAY,-57,-28,-56,-46,-45,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-14,14,353,801.707062843353,515.520966890096,1227.9434307756,29.870883786047802,21.019289930746602,41.8864638218186,26.1492045305229,33.2555697381856,4,28,33.060476156978396,21.863445063685003,46.5238182661542,1.72074138328702,1.26870110789981,2.20724298634889,1.5672057316541699,1.8786504570882498,1.20856241717818,1.05726299379414,1.33521117235886,1.16693100608496,1.2562620212050801,MX,Mexico,MX-NAY,-57,-28,-58,-50,-45,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-15,20,373,831.1393875246,535.5753749903411,1269.62208284253,29.432324681247398,20.054408100245,41.678652066937794,25.818169232351398,32.3758823747722,2,30,34.8366744026524,23.186085196461,48.7950421648147,1.77619824567402,1.3226401327760602,2.27122389866055,1.6159380840350401,1.93484501504266,1.15603434903348,0.938033676727357,1.31428593206368,1.10152050072778,1.21885476802325,MX,Mexico,MX-NAY,-56,-23,-56,-48,-39,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-16,21,394,860.187542725604,554.406423047573,1310.87178784233,29.048155201003603,18.831048057232,41.249704999798396,25.5812298803335,31.7639234316772,2,32,36.669570354990796,24.558773116033397,51.1290839758939,1.8328959523383799,1.3726879195723602,2.3340418110791497,1.67460340401659,1.98494392014667,1.10956706245116,0.8128000754376871,1.3182209988326499,1.03136646160823,1.19123141263795,MX,Mexico,MX-NAY,-59,-24,-56,-47,-24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-17,19,413,889.724228818513,568.894829301145,1356.6424621827198,29.536686092908898,14.4884062535719,45.7706743403895,24.660759894112,33.7067490799017,3,35,38.560646584303704,25.983371042083398,53.52888194999971,1.89107622931292,1.4245979260500299,2.39979797410586,1.7222920455183202,2.04037901892645,1.1003088748666001,0.648561111616963,1.5236509831769898,0.96755413024443,1.2422538956911298,MX,Mexico,MX-NAY,-66,-30,-64,-52,-22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-18,21,434,922.393986327805,591.138880172036,1402.69718795219,32.669757509292104,22.2440508708919,46.0547257694637,28.3636742815517,36.200220941340106,2,37,40.5112070376463,27.461886700502895,55.9928456063621,1.95056045334265,1.47851565841952,2.4639636563623797,1.7843825597193799,2.0957930370708997,1.18983434597634,1.05060827882688,1.35579049599738,1.14061368861102,1.2399381858248102,MX,Mexico,MX-NAY,-52,-19,-52,-46,-40,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-19,22,456,957.585713625818,615.8466073095901,1451.0588527808802,35.1917272980132,24.7077271375537,48.36166482869929,30.3062327910748,39.2795220531424,3,40,42.5226287028651,28.9962858950246,58.5352394779299,2.01142166521873,1.5343991945216298,2.54239387156777,1.8449816396614,2.15775549412958,1.26027492427076,1.10325783362952,1.4792544138201897,1.1952980246318101,1.30704986276139,MX,Mexico,MX-NAY,-55,-24,-53,-45,-44,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-20,16,472,992.890175058174,641.048601074873,1498.1250830396698,35.3044614323561,25.2019937652832,47.0662302587836,30.686796504780602,39.499953752075,0,40,44.5962202490325,30.5876095918383,61.1350562629364,2.0735915461674197,1.59132369681375,2.5998167850065497,1.9032966195072702,2.21650347828141,1.239349307879,1.0415621509653301,1.54979199318133,1.15519263902238,1.2969876674362,MX,Mexico,MX-NAY,-54,-21,-52,-42,-43,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-21,15,487,1028.6284844480301,665.880192822705,1546.5817955845498,35.7383093898585,24.8315917478318,48.4567125448854,31.0219778433937,39.7555045347481,2,42,46.7327151659167,32.232493749122,63.8026283551143,2.13649491688419,1.64488415728372,2.66757209217786,1.95553581845698,2.28798480530356,1.21814276931392,1.05258915901492,1.4177499679939198,1.15001966122057,1.26750008156433,MX,Mexico,MX-NAY,-55,-22,-54,-45,-44,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-22,18,505,1064.5577461341,689.415775831947,1597.2981746864002,35.929261686064,23.5355830092414,50.7163791018451,31.2654800209277,39.7707918477424,1,43,48.93308934209001,33.932678321345,66.5392493290815,2.2003741761732902,1.70018457222296,2.73662097396719,2.01091333944734,2.35907376718614,1.18589362336283,0.9999323124710229,1.36350209562785,1.1353584171656899,1.23964283988667,MX,Mexico,MX-NAY,-59,-24,-55,-48,-37,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-23,24,529,1100.1042728359598,711.397930039281,1648.4343071903602,35.546526701859,21.9821542073346,51.1361325039563,31.1833661644412,39.3804378925921,0,43,51.1983073821836,35.6899793384021,69.3445871953927,2.26521804009362,1.75730101705708,2.8053378663112403,2.0756610557695203,2.42695042309794,1.13997719709929,0.8797778652679481,1.38485690329013,1.07521508403726,1.2154940928045,MX,Mexico,MX-NAY,-61,-23,-54,-47,-20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-24,30,559,1137.33293483533,731.0280713269881,1704.8118788761099,37.22866199937871,19.630141287706397,56.377571685754006,32.0678042056158,42.1433609056608,2,45,53.5294720222735,37.5061801013751,72.2261799390005,2.33116464008993,1.81620076297307,2.88159274360771,2.14833529376827,2.49932510540054,1.1628418995446799,0.7514054653332071,1.5052596235279598,1.05707692954241,1.25882989935665,MX,Mexico,MX-NAY,-67,-29,-59,-51,-19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-25,39,598,1178.27809158319,759.379710233075,1763.72762251809,40.9451567478577,28.3516389060877,58.915743641979,35.09824318738,45.11271821033301,0,45,55.9276151011731,39.3868897979402,75.17192822967141,2.3981430788995497,1.8807096965650298,2.94574829067097,2.21611286953219,2.5588113949023796,1.24801954610005,1.1119892966755902,1.43745956610555,1.19390660040957,1.28554173881748,MX,Mexico,MX-NAY,-55,-24,-52,-46,-40,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-26,28,626,1221.44056005321,788.220403923912,1823.2138727570002,43.1624684700175,28.840693690836897,59.4862502389122,36.319742197597606,48.6797882008688,3,48,58.393965220462704,41.3360817449464,78.1898138195767,2.46635011928966,1.94919194700624,3.0178855899052204,2.28404005930489,2.64049163731392,1.28755989968997,1.09310139069329,1.6158352207378501,1.19283916607414,1.3504733846488899,MX,Mexico,MX-NAY,-56,-27,-52,-43,-40,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,21,647,1265.0616999375802,818.619657948963,1884.45937051519,43.6211398843726,30.399254025050602,61.2454977581884,36.9377445634976,49.00974230776529,5,53,60.9295886439579,43.3554474302707,81.281027040532,2.5356234234952004,2.01936568532432,3.0912132209553396,2.35133933492958,2.7060829557982498,1.2624323167666,1.11135273899349,1.49857286318631,1.1968234767769,1.3133030728056698,MX,Mexico,MX-NAY,-55,-26,-52,-45,-40,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,30,677,1309.66271406655,849.1981205812849,1948.1967705863397,44.6010141289655,30.578462632322,63.737400071150596,37.921318024041796,50.0564675982753,6,59,63.5355335866852,45.432570293954804,84.4453162064462,2.60594494272725,2.07712286368404,3.16428916591416,2.41225208286806,2.78980336853481,1.24789492489706,1.11189751818681,1.43726440603025,1.19380183129963,1.28543832071139,MX,Mexico,MX-NAY,-56,-23,-52,-46,-40,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-29,24,701,1352.781161062,876.659210304147,2011.6952780800898,43.118446995451,27.461089722862603,63.49850749374661,36.6151067598269,49.0875457150447,2,61,66.2132808819423,47.5672060105902,87.6932881792075,2.67774729525713,2.13463571663541,3.2479719727613903,2.47233810935043,2.86666733868477,1.16476515858877,0.944152986799493,1.36213282045637,1.09771050505087,1.22794827215538,MX,Mexico,MX-NAY,-56,-19,-52,-45,-34,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-30,26,727,1394.1252670502697,899.2014832954311,2076.53194938235,41.344105988274706,22.542272991283998,64.8366713022654,34.4124205788601,47.034204542873404,6,67,68.9643104463599,49.7615423791968,91.0455935052689,2.75102956441762,2.19433636860662,3.3523053260613103,2.53385882306281,2.9476602410135,1.0824910829694399,0.720734057275494,1.4247281903550202,0.962923486516925,1.18813237438255,MX,Mexico,MX-NAY,-59,-17,-52,-43,-14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-31,41,768,1437.0836014381198,919.8843692012241,2144.08868291026,42.9583343878429,20.6828859057925,67.5567335279057,35.5722640685211,50.172003073960106,5,72,71.7904073973624,52.0129038957482,94.503235984444,2.82609695100251,2.25136151655136,3.4576424791751803,2.6063327044500295,3.03335235758123,1.0955173567791,0.665196297078379,1.5291809300236499,0.9635650952228071,1.21862137330198,MX,Mexico,MX-NAY,-63,-22,-56,-47,-12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-01,38,806,1486.0622242257598,952.47625951981,2217.58280961676,48.9786227876403,32.5918903185859,73.4941267064978,41.511102326212296,55.1841929767982,1,73,74.6937970551378,54.31413076583,98.06902962606921,2.9033896577753597,2.3012268700818597,3.56579364162517,2.66973044298745,3.11619547665267,1.22233076189704,1.06541344022806,1.5046812465271802,1.14313039348629,1.2753745934119298,MX,Mexico,MX-NAY,-48,-17,-46,-39,-33,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-02,29,835,1536.98854494355,984.412660388158,2295.38898634345,50.9263207177952,31.9364008683479,77.8061767266928,41.7476719444411,58.7679328963552,6,79,77.676858549871,56.6643564903732,101.74996614494101,2.98306149473321,2.35022572454322,3.6809365188713596,2.74505263401752,3.19936167582193,1.24982705084274,0.999420391555951,1.71160109325261,1.13542330607717,1.3306014236522,MX,Mexico,MX-NAY,-49,-19,-47,-36,-36,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-03,27,862,1589.79119565831,1019.26731221843,2375.7329248969395,52.8026507147602,34.8546518302723,80.3439385534886,44.15000927998321,60.9538181343527,3,82,80.7417207387386,59.071610588654394,105.550786832392,3.0648621888675804,2.40725409828115,3.80082068745144,2.8231686242447798,3.2975293589803396,1.26305886304202,1.07882412930205,1.5961557385626,1.16767354832007,1.3263271247487,MX,Mexico,MX-NAY,-47,-18,-45,-39,-36,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-04,31,893,1643.51496447856,1054.03159528675,2457.2997461485998,53.72376882024321,34.7642830683207,81.5668212516652,44.7389347238342,61.1664024221375,3,85,83.89052441458891,61.5385167272258,109.471657842173,3.1488036758503197,2.46690613857138,3.9208710097812003,2.91414912030813,3.38832252049469,1.2478119136914398,1.08094446007426,1.53494183557313,1.1710484389129399,1.30901445840026,MX,Mexico,MX-NAY,-49,-19,-47,-40,-37,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-05,31,924,1694.60959715479,1084.48443992727,2535.44094502005,51.0946326762309,30.452844640524003,78.141198871446,42.202798740393895,58.352360838890704,0,85,87.12539426779979,64.0703532782409,113.502033422773,3.2348698532109,2.53183655101512,4.03037558059979,2.9891349758461,3.47707929835456,1.14601081066892,0.921285660087236,1.32492344358931,1.08161743781064,1.21207287313732,MX,Mexico,MX-NAY,-53,-21,-52,-45,-31,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
